Rain ,Temperature ,RH ,Dew Point,Wind Speed ,Gust Speed ,Wind Direction ,PLANTA,FRUTO,INCIDENCIA,SEVERIDAD
0.001,25.00,81.10,20.65,0.05,0.57,198.94,1,2,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,1,3,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,1,4,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,1,5,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,1,6,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,1,7,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,1,8,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,1,9,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,1,10,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,2,1,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,2,2,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,2,3,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,2,4,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,2,5,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,2,6,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,2,7,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,2,8,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,2,9,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,2,10,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,3,1,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,3,2,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,3,3,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,3,4,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,3,5,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,3,6,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,3,7,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,3,8,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,3,9,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,3,10,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,4,1,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,4,2,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,4,3,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,4,4,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,4,5,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,4,6,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,4,7,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,4,8,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,4,9,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,4,10,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,5,1,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,5,2,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,5,3,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,5,4,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,5,5,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,5,6,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,5,7,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,5,8,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,5,9,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,5,10,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,6,1,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,6,2,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,6,3,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,6,4,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,6,5,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,6,6,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,6,7,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,6,8,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,6,9,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,6,10,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,7,1,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,7,2,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,7,3,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,7,4,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,7,5,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,7,6,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,7,7,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,7,8,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,7,9,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,7,10,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,8,1,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,8,2,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,8,3,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,8,4,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,8,5,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,8,6,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,8,7,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,8,8,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,8,9,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,8,10,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,9,1,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,9,2,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,9,3,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,9,4,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,9,5,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,9,6,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,9,7,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,9,8,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,9,9,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,9,10,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,10,1,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,10,2,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,10,3,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,10,4,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,10,5,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,10,6,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,10,7,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,10,8,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,10,9,0,0
0.001,25.00,81.10,20.65,0.05,0.57,198.94,10,10,0,0
0,26.42,82.86,22.82,0.10,0.82,142.69,1,1,0,0
0,26.42,82.86,22.82,0.10,0.82,142.69,1,2,0,0
0,26.42,82.86,22.82,0.10,0.82,142.69,1,3,1,100
0,26.42,82.86,22.82,0.10,0.82,142.69,1,4,0,0
0,26.42,82.86,22.82,0.10,0.82,142.69,1,5,0,0
0,26.42,82.86,22.82,0.10,0.82,142.69,1,6,0,0
0,26.42,82.86,22.82,0.10,0.82,142.69,1,7,0,0
0,26.42,82.86,22.82,0.10,0.82,142.69,1,8,1,75
0,26.42,82.86,22.82,0.10,0.82,142.69,1,9,1,90
0,26.42,82.86,22.82,0.10,0.82,142.69,1,10,0,0
0,26.42,82.86,22.82,0.10,0.82,142.69,2,1,0,0
0,26.42,82.86,22.82,0.10,0.82,142.69,2,2,1,12
0,26.42,82.86,22.82,0.10,0.82,142.69,2,3,0,0
0,26.42,82.86,22.82,0.10,0.82,142.69,2,4,1,100
0,26.42,82.86,22.82,0.10,0.82,142.69,2,5,0,0
0,26.42,82.86,22.82,0.10,0.82,142.69,2,6,1,80
0,26.42,82.86,22.82,0.10,0.82,142.69,2,7,1,100
0,26.42,82.86,22.82,0.10,0.82,142.69,2,8,1,10
0,26.42,82.86,22.82,0.10,0.82,142.69,2,9,1,60
0,26.42,82.86,22.82,0.10,0.82,142.69,2,10,0,0
0,26.42,82.86,22.82,0.10,0.82,142.69,3,1,0,0
0,26.42,82.86,22.82,0.10,0.82,142.69,3,2,0,0
0,26.42,82.86,22.82,0.10,0.82,142.69,3,3,0,0
0,26.42,82.86,22.82,0.10,0.82,142.69,3,4,0,0
0,26.42,82.86,22.82,0.10,0.82,142.69,3,5,0,0
0,26.42,82.86,22.82,0.10,0.82,142.69,3,6,1,100
0,26.42,82.86,22.82,0.10,0.82,142.69,3,7,1,80
0,26.42,82.86,22.82,0.10,0.82,142.69,3,8,0,0
0,26.42,82.86,22.82,0.10,0.82,142.69,3,9,0,0
0,26.42,82.86,22.82,0.10,0.82,142.69,3,10,1,100
0,26.42,82.86,22.82,0.10,0.82,142.69,4,1,0,0
0,26.42,82.86,22.82,0.10,0.82,142.69,4,2,0,0
0,26.42,82.86,22.82,0.10,0.82,142.69,4,3,0,0
0,26.42,82.86,22.82,0.10,0.82,142.69,4,4,0,0
0,26.42,82.86,22.82,0.10,0.82,142.69,4,5,1,80
0,26.42,82.86,22.82,0.10,0.82,142.69,4,6,0,0
0,26.42,82.86,22.82,0.10,0.82,142.69,4,7,0,0
0,26.42,82.86,22.82,0.10,0.82,142.69,4,8,0,0
0,26.42,82.86,22.82,0.10,0.82,142.69,4,9,0,0
0,26.42,82.86,22.82,0.10,0.82,142.69,4,10,1,100
0,26.42,82.86,22.82,0.10,0.82,142.69,5,1,0,0
0,26.42,82.86,22.82,0.10,0.82,142.69,5,2,0,0
0,26.42,82.86,22.82,0.10,0.82,142.69,5,3,0,0
0,26.42,82.86,22.82,0.10,0.82,142.69,5,4,0,0
0,26.42,82.86,22.82,0.10,0.82,142.69,5,5,1,80
0,26.42,82.86,22.82,0.10,0.82,142.69,5,6,1,75
0,26.42,82.86,22.82,0.10,0.82,142.69,5,7,1,80
0,26.42,82.86,22.82,0.10,0.82,142.69,5,8,0,0
0,26.42,82.86,22.82,0.10,0.82,142.69,5,9,0,0
0,26.42,82.86,22.82,0.10,0.82,142.69,5,10,1,90
0,26.42,82.86,22.82,0.10,0.82,142.69,6,1,0,0
0,26.42,82.86,22.82,0.10,0.82,142.69,6,2,1,10
0,26.42,82.86,22.82,0.10,0.82,142.69,6,3,1,15
0,26.42,82.86,22.82,0.10,0.82,142.69,6,4,1,95
0,26.42,82.86,22.82,0.10,0.82,142.69,6,5,1,100
0,26.42,82.86,22.82,0.10,0.82,142.69,6,6,0,0
0,26.42,82.86,22.82,0.10,0.82,142.69,6,7,0,0
0,26.42,82.86,22.82,0.10,0.82,142.69,6,8,1,100
0,26.42,82.86,22.82,0.10,0.82,142.69,6,9,1,10
0,26.42,82.86,22.82,0.10,0.82,142.69,6,10,0,0
0,26.42,82.86,22.82,0.10,0.82,142.69,7,1,0,0
0,26.42,82.86,22.82,0.10,0.82,142.69,7,2,0,0
0,26.42,82.86,22.82,0.10,0.82,142.69,7,3,0,0
0,26.42,82.86,22.82,0.10,0.82,142.69,7,4,1,75
0,26.42,82.86,22.82,0.10,0.82,142.69,7,5,0,0
0,26.42,82.86,22.82,0.10,0.82,142.69,7,6,0,0
0,26.42,82.86,22.82,0.10,0.82,142.69,7,7,0,0
0,26.42,82.86,22.82,0.10,0.82,142.69,7,8,0,0
0,26.42,82.86,22.82,0.10,0.82,142.69,7,9,0,0
0,26.42,82.86,22.82,0.10,0.82,142.69,7,10,0,0
0,26.42,82.86,22.82,0.10,0.82,142.69,8,1,0,0
0,26.42,82.86,22.82,0.10,0.82,142.69,8,2,0,0
0,26.42,82.86,22.82,0.10,0.82,142.69,8,3,0,0
0,26.42,82.86,22.82,0.10,0.82,142.69,8,4,0,0
0,26.42,82.86,22.82,0.10,0.82,142.69,8,5,0,0
0,26.42,82.86,22.82,0.10,0.82,142.69,8,6,0,0
0,26.42,82.86,22.82,0.10,0.82,142.69,8,7,1,20
0,26.42,82.86,22.82,0.10,0.82,142.69,8,8,0,0
0,26.42,82.86,22.82,0.10,0.82,142.69,8,9,0,0
0,26.42,82.86,22.82,0.10,0.82,142.69,8,10,1,100
0,26.42,82.86,22.82,0.10,0.82,142.69,9,1,1,15
0,26.42,82.86,22.82,0.10,0.82,142.69,9,2,1,10
0,26.42,82.86,22.82,0.10,0.82,142.69,9,3,0,0
0,26.42,82.86,22.82,0.10,0.82,142.69,9,4,1,100
0,26.42,82.86,22.82,0.10,0.82,142.69,9,5,0,0
0,26.42,82.86,22.82,0.10,0.82,142.69,9,6,1,75
0,26.42,82.86,22.82,0.10,0.82,142.69,9,7,1,100
0,26.42,82.86,22.82,0.10,0.82,142.69,9,8,1,100
0,26.42,82.86,22.82,0.10,0.82,142.69,9,9,0,0
0,26.42,82.86,22.82,0.10,0.82,142.69,9,10,0,0
0,26.42,82.86,22.82,0.10,0.82,142.69,10,1,0,0
0,26.42,82.86,22.82,0.10,0.82,142.69,10,2,0,0
0,26.42,82.86,22.82,0.10,0.82,142.69,10,3,0,0
0,26.42,82.86,22.82,0.10,0.82,142.69,10,4,0,0
0,26.42,82.86,22.82,0.10,0.82,142.69,10,5,0,0
0,26.42,82.86,22.82,0.10,0.82,142.69,10,6,0,0
0,26.42,82.86,22.82,0.10,0.82,142.69,10,7,0,0
0,26.42,82.86,22.82,0.10,0.82,142.69,10,8,1,15
0,26.42,82.86,22.82,0.10,0.82,142.69,10,9,0,0
0,26.42,82.86,22.82,0.10,0.82,142.69,10,10,0,0
0,28.18,75.72,22.85,0.10,0.96,173.07,1,1,0,0
0,28.18,75.72,22.85,0.10,0.96,173.07,1,2,0,0
0,28.18,75.72,22.85,0.10,0.96,173.07,1,3,1,75
0,28.18,75.72,22.85,0.10,0.96,173.07,1,4,1,75
0,28.18,75.72,22.85,0.10,0.96,173.07,1,5,1,100
0,28.18,75.72,22.85,0.10,0.96,173.07,1,6,1,100
0,28.18,75.72,22.85,0.10,0.96,173.07,1,7,0,0
0,28.18,75.72,22.85,0.10,0.96,173.07,1,8,0,0
0,28.18,75.72,22.85,0.10,0.96,173.07,1,9,1,80
0,28.18,75.72,22.85,0.10,0.96,173.07,1,10,1,80
0,28.18,75.72,22.85,0.10,0.96,173.07,2,1,0,0
0,28.18,75.72,22.85,0.10,0.96,173.07,2,2,0,0
0,28.18,75.72,22.85,0.10,0.96,173.07,2,3,0,0
0,28.18,75.72,22.85,0.10,0.96,173.07,2,4,0,0
0,28.18,75.72,22.85,0.10,0.96,173.07,2,5,1,75
0,28.18,75.72,22.85,0.10,0.96,173.07,2,6,1,75
0,28.18,75.72,22.85,0.10,0.96,173.07,2,7,1,90
0,28.18,75.72,22.85,0.10,0.96,173.07,2,8,1,90
0,28.18,75.72,22.85,0.10,0.96,173.07,2,9,0,0
0,28.18,75.72,22.85,0.10,0.96,173.07,2,10,0,0
0,28.18,75.72,22.85,0.10,0.96,173.07,3,1,1,90
0,28.18,75.72,22.85,0.10,0.96,173.07,3,2,1,90
0,28.18,75.72,22.85,0.10,0.96,173.07,3,3,1,100
0,28.18,75.72,22.85,0.10,0.96,173.07,3,4,1,100
0,28.18,75.72,22.85,0.10,0.96,173.07,3,5,1,20
0,28.18,75.72,22.85,0.10,0.96,173.07,3,6,1,20
0,28.18,75.72,22.85,0.10,0.96,173.07,3,7,1,100
0,28.18,75.72,22.85,0.10,0.96,173.07,3,8,1,100
0,28.18,75.72,22.85,0.10,0.96,173.07,3,9,0,0
0,28.18,75.72,22.85,0.10,0.96,173.07,3,10,0,0
0,28.18,75.72,22.85,0.10,0.96,173.07,4,1,1,80
0,28.18,75.72,22.85,0.10,0.96,173.07,4,2,1,80
0,28.18,75.72,22.85,0.10,0.96,173.07,4,3,1,100
0,28.18,75.72,22.85,0.10,0.96,173.07,4,4,1,100
0,28.18,75.72,22.85,0.10,0.96,173.07,4,5,1,90
0,28.18,75.72,22.85,0.10,0.96,173.07,4,6,1,90
0,28.18,75.72,22.85,0.10,0.96,173.07,4,7,1,100
0,28.18,75.72,22.85,0.10,0.96,173.07,4,8,1,100
0,28.18,75.72,22.85,0.10,0.96,173.07,4,9,1,100
0,28.18,75.72,22.85,0.10,0.96,173.07,4,10,1,100
0,28.18,75.72,22.85,0.10,0.96,173.07,5,1,1,10
0,28.18,75.72,22.85,0.10,0.96,173.07,5,2,1,10
0,28.18,75.72,22.85,0.10,0.96,173.07,5,3,1,80
0,28.18,75.72,22.85,0.10,0.96,173.07,5,4,1,80
0,28.18,75.72,22.85,0.10,0.96,173.07,5,5,0,0
0,28.18,75.72,22.85,0.10,0.96,173.07,5,6,0,0
0,28.18,75.72,22.85,0.10,0.96,173.07,5,7,0,0
0,28.18,75.72,22.85,0.10,0.96,173.07,5,8,0,0
0,28.18,75.72,22.85,0.10,0.96,173.07,5,9,0,0
0,28.18,75.72,22.85,0.10,0.96,173.07,5,10,0,0
0,28.18,75.72,22.85,0.10,0.96,173.07,6,1,1,100
0,28.18,75.72,22.85,0.10,0.96,173.07,6,2,1,100
0,28.18,75.72,22.85,0.10,0.96,173.07,6,3,1,80
0,28.18,75.72,22.85,0.10,0.96,173.07,6,4,1,80
0,28.18,75.72,22.85,0.10,0.96,173.07,6,5,0,0
0,28.18,75.72,22.85,0.10,0.96,173.07,6,6,0,0
0,28.18,75.72,22.85,0.10,0.96,173.07,6,7,0,0
0,28.18,75.72,22.85,0.10,0.96,173.07,6,8,0,0
0,28.18,75.72,22.85,0.10,0.96,173.07,6,9,1,100
0,28.18,75.72,22.85,0.10,0.96,173.07,6,10,1,100
0,28.18,75.72,22.85,0.10,0.96,173.07,7,1,1,75
0,28.18,75.72,22.85,0.10,0.96,173.07,7,2,1,75
0,28.18,75.72,22.85,0.10,0.96,173.07,7,3,0,0
0,28.18,75.72,22.85,0.10,0.96,173.07,7,4,0,0
0,28.18,75.72,22.85,0.10,0.96,173.07,7,5,1,75
0,28.18,75.72,22.85,0.10,0.96,173.07,7,6,1,75
0,28.18,75.72,22.85,0.10,0.96,173.07,7,7,0,0
0,28.18,75.72,22.85,0.10,0.96,173.07,7,8,0,0
0,28.18,75.72,22.85,0.10,0.96,173.07,7,9,1,80
0,28.18,75.72,22.85,0.10,0.96,173.07,7,10,1,80
0,28.18,75.72,22.85,0.10,0.96,173.07,8,1,1,100
0,28.18,75.72,22.85,0.10,0.96,173.07,8,2,1,100
0,28.18,75.72,22.85,0.10,0.96,173.07,8,3,1,75
0,28.18,75.72,22.85,0.10,0.96,173.07,8,4,1,75
0,28.18,75.72,22.85,0.10,0.96,173.07,8,5,1,95
0,28.18,75.72,22.85,0.10,0.96,173.07,8,6,1,95
0,28.18,75.72,22.85,0.10,0.96,173.07,8,7,1,80
0,28.18,75.72,22.85,0.10,0.96,173.07,8,8,1,80
0,28.18,75.72,22.85,0.10,0.96,173.07,8,9,1,100
0,28.18,75.72,22.85,0.10,0.96,173.07,8,10,1,100
0,28.18,75.72,22.85,0.10,0.96,173.07,9,1,0,0
0,28.18,75.72,22.85,0.10,0.96,173.07,9,2,0,0
0,28.18,75.72,22.85,0.10,0.96,173.07,9,3,0,0
0,28.18,75.72,22.85,0.10,0.96,173.07,9,4,0,0
0,28.18,75.72,22.85,0.10,0.96,173.07,9,5,1,100
0,28.18,75.72,22.85,0.10,0.96,173.07,9,6,1,100
0,28.18,75.72,22.85,0.10,0.96,173.07,9,7,1,30
0,28.18,75.72,22.85,0.10,0.96,173.07,9,8,1,30
0,28.18,75.72,22.85,0.10,0.96,173.07,9,9,1,80
0,28.18,75.72,22.85,0.10,0.96,173.07,9,10,1,80
0,28.18,75.72,22.85,0.10,0.96,173.07,10,1,1,50
0,28.18,75.72,22.85,0.10,0.96,173.07,10,2,1,50
0,28.18,75.72,22.85,0.10,0.96,173.07,10,3,1,80
0,28.18,75.72,22.85,0.10,0.96,173.07,10,4,1,80
0,28.18,75.72,22.85,0.10,0.96,173.07,10,5,0,0
0,28.18,75.72,22.85,0.10,0.96,173.07,10,6,0,0
0,28.18,75.72,22.85,0.10,0.96,173.07,10,7,0,0
0,28.18,75.72,22.85,0.10,0.96,173.07,10,8,0,0
0,28.18,75.72,22.85,0.10,0.96,173.07,10,9,1,90
0,28.18,75.72,22.85,0.10,0.96,173.07,10,10,1,90
0.02,26.65,81.43,22.70,0.35,1.32,105.36,1,1,0,0
0.02,26.65,81.43,22.70,0.35,1.32,105.36,1,2,1,75
0.02,26.65,81.43,22.70,0.35,1.32,105.36,1,3,1,100
0.02,26.65,81.43,22.70,0.35,1.32,105.36,1,4,0,0
0.02,26.65,81.43,22.70,0.35,1.32,105.36,1,5,1,80
0.02,26.65,81.43,22.70,0.35,1.32,105.36,1,6,0,0
0.02,26.65,81.43,22.70,0.35,1.32,105.36,1,7,0,0
0.02,26.65,81.43,22.70,0.35,1.32,105.36,1,8,1,75
0.02,26.65,81.43,22.70,0.35,1.32,105.36,1,9,1,90
0.02,26.65,81.43,22.70,0.35,1.32,105.36,1,10,0,0
0.02,26.65,81.43,22.70,0.35,1.32,105.36,2,1,1,90
0.02,26.65,81.43,22.70,0.35,1.32,105.36,2,2,1,100
0.02,26.65,81.43,22.70,0.35,1.32,105.36,2,3,1,45
0.02,26.65,81.43,22.70,0.35,1.32,105.36,2,4,1,100
0.02,26.65,81.43,22.70,0.35,1.32,105.36,2,5,0,0
0.02,26.65,81.43,22.70,0.35,1.32,105.36,2,6,1,80
0.02,26.65,81.43,22.70,0.35,1.32,105.36,2,7,1,100
0.02,26.65,81.43,22.70,0.35,1.32,105.36,2,8,1,90
0.02,26.65,81.43,22.70,0.35,1.32,105.36,2,9,1,100
0.02,26.65,81.43,22.70,0.35,1.32,105.36,2,10,1,100
0.02,26.65,81.43,22.70,0.35,1.32,105.36,3,1,1,35
0.02,26.65,81.43,22.70,0.35,1.32,105.36,3,2,1,80
0.02,26.65,81.43,22.70,0.35,1.32,105.36,3,3,0,0
0.02,26.65,81.43,22.70,0.35,1.32,105.36,3,4,0,0
0.02,26.65,81.43,22.70,0.35,1.32,105.36,3,5,0,0
0.02,26.65,81.43,22.70,0.35,1.32,105.36,3,6,1,100
0.02,26.65,81.43,22.70,0.35,1.32,105.36,3,7,1,80
0.02,26.65,81.43,22.70,0.35,1.32,105.36,3,8,0,0
0.02,26.65,81.43,22.70,0.35,1.32,105.36,3,9,0,0
0.02,26.65,81.43,22.70,0.35,1.32,105.36,3,10,1,100
0.02,26.65,81.43,22.70,0.35,1.32,105.36,4,1,1,75
0.02,26.65,81.43,22.70,0.35,1.32,105.36,4,2,0,0
0.02,26.65,81.43,22.70,0.35,1.32,105.36,4,3,1,75
0.02,26.65,81.43,22.70,0.35,1.32,105.36,4,4,0,0
0.02,26.65,81.43,22.70,0.35,1.32,105.36,4,5,1,80
0.02,26.65,81.43,22.70,0.35,1.32,105.36,4,6,1,100
0.02,26.65,81.43,22.70,0.35,1.32,105.36,4,7,1,75
0.02,26.65,81.43,22.70,0.35,1.32,105.36,4,8,1,95
0.02,26.65,81.43,22.70,0.35,1.32,105.36,4,9,1,80
0.02,26.65,81.43,22.70,0.35,1.32,105.36,4,10,1,100
0.02,26.65,81.43,22.70,0.35,1.32,105.36,5,1,0,0
0.02,26.65,81.43,22.70,0.35,1.32,105.36,5,2,0,0
0.02,26.65,81.43,22.70,0.35,1.32,105.36,5,3,1,100
0.02,26.65,81.43,22.70,0.35,1.32,105.36,5,4,1,30
0.02,26.65,81.43,22.70,0.35,1.32,105.36,5,5,1,80
0.02,26.65,81.43,22.70,0.35,1.32,105.36,5,6,1,75
0.02,26.65,81.43,22.70,0.35,1.32,105.36,5,7,1,80
0.02,26.65,81.43,22.70,0.35,1.32,105.36,5,8,0,0
0.02,26.65,81.43,22.70,0.35,1.32,105.36,5,9,0,0
0.02,26.65,81.43,22.70,0.35,1.32,105.36,5,10,1,90
0.02,26.65,81.43,22.70,0.35,1.32,105.36,6,1,0,0
0.02,26.65,81.43,22.70,0.35,1.32,105.36,6,2,1,55
0.02,26.65,81.43,22.70,0.35,1.32,105.36,6,3,1,40
0.02,26.65,81.43,22.70,0.35,1.32,105.36,6,4,1,95
0.02,26.65,81.43,22.70,0.35,1.32,105.36,6,5,1,100
0.02,26.65,81.43,22.70,0.35,1.32,105.36,6,6,1,80
0.02,26.65,81.43,22.70,0.35,1.32,105.36,6,7,1,90
0.02,26.65,81.43,22.70,0.35,1.32,105.36,6,8,1,100
0.02,26.65,81.43,22.70,0.35,1.32,105.36,6,9,1,100
0.02,26.65,81.43,22.70,0.35,1.32,105.36,6,10,1,100
0.02,26.65,81.43,22.70,0.35,1.32,105.36,7,1,0,0
0.02,26.65,81.43,22.70,0.35,1.32,105.36,7,2,0,0
0.02,26.65,81.43,22.70,0.35,1.32,105.36,7,3,0,0
0.02,26.65,81.43,22.70,0.35,1.32,105.36,7,4,1,75
0.02,26.65,81.43,22.70,0.35,1.32,105.36,7,5,0,0
0.02,26.65,81.43,22.70,0.35,1.32,105.36,7,6,0,0
0.02,26.65,81.43,22.70,0.35,1.32,105.36,7,7,1,55
0.02,26.65,81.43,22.70,0.35,1.32,105.36,7,8,0,0
0.02,26.65,81.43,22.70,0.35,1.32,105.36,7,9,1,50
0.02,26.65,81.43,22.70,0.35,1.32,105.36,7,10,1,65
0.02,26.65,81.43,22.70,0.35,1.32,105.36,8,1,0,0
0.02,26.65,81.43,22.70,0.35,1.32,105.36,8,2,0,0
0.02,26.65,81.43,22.70,0.35,1.32,105.36,8,3,0,0
0.02,26.65,81.43,22.70,0.35,1.32,105.36,8,4,1,75
0.02,26.65,81.43,22.70,0.35,1.32,105.36,8,5,1,80
0.02,26.65,81.43,22.70,0.35,1.32,105.36,8,6,0,0
0.02,26.65,81.43,22.70,0.35,1.32,105.36,8,7,1,45
0.02,26.65,81.43,22.70,0.35,1.32,105.36,8,8,1,100
0.02,26.65,81.43,22.70,0.35,1.32,105.36,8,9,0,0
0.02,26.65,81.43,22.70,0.35,1.32,105.36,8,10,1,100
0.02,26.65,81.43,22.70,0.35,1.32,105.36,9,1,1,75
0.02,26.65,81.43,22.70,0.35,1.32,105.36,9,2,1,65
0.02,26.65,81.43,22.70,0.35,1.32,105.36,9,3,0,0
0.02,26.65,81.43,22.70,0.35,1.32,105.36,9,4,1,100
0.02,26.65,81.43,22.70,0.35,1.32,105.36,9,5,0,0
0.02,26.65,81.43,22.70,0.35,1.32,105.36,9,6,1,75
0.02,26.65,81.43,22.70,0.35,1.32,105.36,9,7,1,100
0.02,26.65,81.43,22.70,0.35,1.32,105.36,9,8,1,100
0.02,26.65,81.43,22.70,0.35,1.32,105.36,9,9,0,0
0.02,26.65,81.43,22.70,0.35,1.32,105.36,9,10,0,0
0.02,26.65,81.43,22.70,0.35,1.32,105.36,10,1,1,75
0.02,26.65,81.43,22.70,0.35,1.32,105.36,10,2,0,0
0.02,26.65,81.43,22.70,0.35,1.32,105.36,10,3,0,0
0.02,26.65,81.43,22.70,0.35,1.32,105.36,10,4,0,0
0.02,26.65,81.43,22.70,0.35,1.32,105.36,10,5,1,90
0.02,26.65,81.43,22.70,0.35,1.32,105.36,10,6,0,0
0.02,26.65,81.43,22.70,0.35,1.32,105.36,10,7,0,0
0.02,26.65,81.43,22.70,0.35,1.32,105.36,10,8,1,100
